center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_35_31_635.jpg, IMG/left_2016_12_01_13_35_31_635.jpg, IMG/right_2016_12_01_13_35_31_635.jpg,0.2626991,0.9855326,0,30.18386
IMG/center_2016_12_01_13_35_31_736.jpg, IMG/left_2016_12_01_13_35_31_736.jpg, IMG/right_2016_12_01_13_35_31_736.jpg,0.2531306,0.9855326,0,30.18506
IMG/center_2016_12_01_13_35_31_838.jpg, IMG/left_2016_12_01_13_35_31_838.jpg, IMG/right_2016_12_01_13_35_31_838.jpg,0.2531306,0.9855326,0,30.1853
IMG/center_2016_12_01_13_35_31_939.jpg, IMG/left_2016_12_01_13_35_31_939.jpg, IMG/right_2016_12_01_13_35_31_939.jpg,0.05219137,0.9855326,0,30.1877
IMG/center_2016_12_01_13_36_26_805.jpg, IMG/left_2016_12_01_13_36_26_805.jpg, IMG/right_2016_12_01_13_36_26_805.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_36_26_906.jpg, IMG/left_2016_12_01_13_36_26_906.jpg, IMG/right_2016_12_01_13_36_26_906.jpg,0.100034,0.9855326,0,30.1841
IMG/center_2016_12_01_13_36_27_007.jpg, IMG/left_2016_12_01_13_36_27_007.jpg, IMG/right_2016_12_01_13_36_27_007.jpg,0.1765823,0.9855326,0,30.18172
IMG/center_2016_12_01_13_36_27_107.jpg, IMG/left_2016_12_01_13_36_27_107.jpg, IMG/right_2016_12_01_13_36_27_107.jpg,0.1861508,0.9855326,0,30.18343
IMG/center_2016_12_01_13_36_27_209.jpg, IMG/left_2016_12_01_13_36_27_209.jpg, IMG/right_2016_12_01_13_36_27_209.jpg,0.1861508,0.9855326,0,30.18493
IMG/center_2016_12_01_13_36_27_311.jpg, IMG/left_2016_12_01_13_36_27_311.jpg, IMG/right_2016_12_01_13_36_27_311.jpg,0.1861508,0.9855326,0,30.18543
IMG/center_2016_12_01_13_36_27_417.jpg, IMG/left_2016_12_01_13_36_27_417.jpg, IMG/right_2016_12_01_13_36_27_417.jpg,0.1670138,0.9855326,0,30.18642
IMG/center_2016_12_01_13_36_27_517.jpg, IMG/left_2016_12_01_13_36_27_517.jpg, IMG/right_2016_12_01_13_36_27_517.jpg,0.1670138,0.9855326,0,30.18624
IMG/center_2016_12_01_13_36_27_619.jpg, IMG/left_2016_12_01_13_36_27_619.jpg, IMG/right_2016_12_01_13_36_27_619.jpg,0.1670138,0.9855326,0,30.18615
IMG/center_2016_12_01_13_36_27_720.jpg, IMG/left_2016_12_01_13_36_27_720.jpg, IMG/right_2016_12_01_13_36_27_720.jpg,0.1574452,0.9855326,0,30.18643
IMG/center_2016_12_01_13_36_27_822.jpg, IMG/left_2016_12_01_13_36_27_822.jpg, IMG/right_2016_12_01_13_36_27_822.jpg,0,0.9855326,0,30.18602
IMG/center_2016_12_01_13_36_27_923.jpg, IMG/left_2016_12_01_13_36_27_923.jpg, IMG/right_2016_12_01_13_36_27_923.jpg,0,0.9855326,0,30.18648
IMG/center_2016_12_01_13_36_28_026.jpg, IMG/left_2016_12_01_13_36_28_026.jpg, IMG/right_2016_12_01_13_36_28_026.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_36_28_129.jpg, IMG/left_2016_12_01_13_36_28_129.jpg, IMG/right_2016_12_01_13_36_28_129.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_36_28_231.jpg, IMG/left_2016_12_01_13_36_28_231.jpg, IMG/right_2016_12_01_13_36_28_231.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_36_28_333.jpg, IMG/left_2016_12_01_13_36_28_333.jpg, IMG/right_2016_12_01_13_36_28_333.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_36_28_435.jpg, IMG/left_2016_12_01_13_36_28_435.jpg, IMG/right_2016_12_01_13_36_28_435.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_36_28_537.jpg, IMG/left_2016_12_01_13_36_28_537.jpg, IMG/right_2016_12_01_13_36_28_537.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_36_28_639.jpg, IMG/left_2016_12_01_13_36_28_639.jpg, IMG/right_2016_12_01_13_36_28_639.jpg,0,0.9855326,0,30.18645
IMG/center_2016_12_01_13_36_28_739.jpg, IMG/left_2016_12_01_13_36_28_739.jpg, IMG/right_2016_12_01_13_36_28_739.jpg,0,0.9855326,0,30.18709
IMG/center_2016_12_01_13_36_28_841.jpg, IMG/left_2016_12_01_13_36_28_841.jpg, IMG/right_2016_12_01_13_36_28_841.jpg,0,0.9855326,0,30.18688
IMG/center_2016_12_01_13_36_28_943.jpg, IMG/left_2016_12_01_13_36_28_943.jpg, IMG/right_2016_12_01_13_36_28_943.jpg,0,0.9855326,0,30.1867
IMG/center_2016_12_01_13_36_29_044.jpg, IMG/left_2016_12_01_13_36_29_044.jpg, IMG/right_2016_12_01_13_36_29_044.jpg,0.01391724,0.9855326,0,30.18694
IMG/center_2016_12_01_13_36_29_147.jpg, IMG/left_2016_12_01_13_36_29_147.jpg, IMG/right_2016_12_01_13_36_29_147.jpg,0.04262284,0.9855326,0,30.18642
IMG/center_2016_12_01_13_36_29_248.jpg, IMG/left_2016_12_01_13_36_29_248.jpg, IMG/right_2016_12_01_13_36_29_248.jpg,0.04262284,0.9855326,0,30.18629
IMG/center_2016_12_01_13_36_29_350.jpg, IMG/left_2016_12_01_13_36_29_350.jpg, IMG/right_2016_12_01_13_36_29_350.jpg,0.04262284,0.9855326,0,30.18652
IMG/center_2016_12_01_13_36_29_451.jpg, IMG/left_2016_12_01_13_36_29_451.jpg, IMG/right_2016_12_01_13_36_29_451.jpg,0.03305431,0.9855326,0,30.18663
IMG/center_2016_12_01_13_36_29_552.jpg, IMG/left_2016_12_01_13_36_29_552.jpg, IMG/right_2016_12_01_13_36_29_552.jpg,0.04262284,0.9855326,0,30.18654
IMG/center_2016_12_01_13_36_29_654.jpg, IMG/left_2016_12_01_13_36_29_654.jpg, IMG/right_2016_12_01_13_36_29_654.jpg,0.04262284,0.9855326,0,30.18655
IMG/center_2016_12_01_13_36_29_755.jpg, IMG/left_2016_12_01_13_36_29_755.jpg, IMG/right_2016_12_01_13_36_29_755.jpg,0.0617599,0.9855326,0,30.18634
IMG/center_2016_12_01_13_36_29_855.jpg, IMG/left_2016_12_01_13_36_29_855.jpg, IMG/right_2016_12_01_13_36_29_855.jpg,0.1287396,0.9855326,0,30.18399
IMG/center_2016_12_01_13_36_29_955.jpg, IMG/left_2016_12_01_13_36_29_955.jpg, IMG/right_2016_12_01_13_36_29_955.jpg,0.1765823,0.9855326,0,30.183
IMG/center_2016_12_01_13_36_30_058.jpg, IMG/left_2016_12_01_13_36_30_058.jpg, IMG/right_2016_12_01_13_36_30_058.jpg,0.1765823,0.9855326,0,30.18467
IMG/center_2016_12_01_13_36_30_158.jpg, IMG/left_2016_12_01_13_36_30_158.jpg, IMG/right_2016_12_01_13_36_30_158.jpg,0.1765823,0.9855326,0,30.18536
IMG/center_2016_12_01_13_36_30_259.jpg, IMG/left_2016_12_01_13_36_30_259.jpg, IMG/right_2016_12_01_13_36_30_259.jpg,0.1765823,0.9855326,0,30.18569
IMG/center_2016_12_01_13_36_30_360.jpg, IMG/left_2016_12_01_13_36_30_360.jpg, IMG/right_2016_12_01_13_36_30_360.jpg,0.1287396,0.9855326,0,30.18734
IMG/center_2016_12_01_13_36_30_461.jpg, IMG/left_2016_12_01_13_36_30_461.jpg, IMG/right_2016_12_01_13_36_30_461.jpg,0,0.9855326,0,30.18604
IMG/center_2016_12_01_13_36_53_310.jpg, IMG/left_2016_12_01_13_36_53_310.jpg, IMG/right_2016_12_01_13_36_53_310.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_36_53_410.jpg, IMG/left_2016_12_01_13_36_53_410.jpg, IMG/right_2016_12_01_13_36_53_410.jpg,0.02348577,0.9855326,0,30.18633
IMG/center_2016_12_01_13_36_53_511.jpg, IMG/left_2016_12_01_13_36_53_511.jpg, IMG/right_2016_12_01_13_36_53_511.jpg,0.05219137,0.9855326,0,30.18611
IMG/center_2016_12_01_13_36_53_612.jpg, IMG/left_2016_12_01_13_36_53_612.jpg, IMG/right_2016_12_01_13_36_53_612.jpg,0.07132844,0.9855326,0,30.18591
IMG/center_2016_12_01_13_36_53_722.jpg, IMG/left_2016_12_01_13_36_53_722.jpg, IMG/right_2016_12_01_13_36_53_722.jpg,0.1861508,0.9855326,0,30.18037
IMG/center_2016_12_01_13_36_53_823.jpg, IMG/left_2016_12_01_13_36_53_823.jpg, IMG/right_2016_12_01_13_36_53_823.jpg,0.3009732,0.9855326,0,30.17329
IMG/center_2016_12_01_13_36_53_924.jpg, IMG/left_2016_12_01_13_36_53_924.jpg, IMG/right_2016_12_01_13_36_53_924.jpg,0.3009732,0.9855326,0,30.17969
IMG/center_2016_12_01_13_36_54_024.jpg, IMG/left_2016_12_01_13_36_54_024.jpg, IMG/right_2016_12_01_13_36_54_024.jpg,0.3201102,0.9855326,0,30.18072
IMG/center_2016_12_01_13_36_54_126.jpg, IMG/left_2016_12_01_13_36_54_126.jpg, IMG/right_2016_12_01_13_36_54_126.jpg,0.3583844,0.9855326,0,30.17973
IMG/center_2016_12_01_13_36_54_227.jpg, IMG/left_2016_12_01_13_36_54_227.jpg, IMG/right_2016_12_01_13_36_54_227.jpg,0.3583844,0.9855326,0,30.18184
IMG/center_2016_12_01_13_36_54_327.jpg, IMG/left_2016_12_01_13_36_54_327.jpg, IMG/right_2016_12_01_13_36_54_327.jpg,0.3583844,0.9855326,0,30.18306
IMG/center_2016_12_01_13_36_54_429.jpg, IMG/left_2016_12_01_13_36_54_429.jpg, IMG/right_2016_12_01_13_36_54_429.jpg,0.3583844,0.9855326,0,30.18359
IMG/center_2016_12_01_13_36_54_530.jpg, IMG/left_2016_12_01_13_36_54_530.jpg, IMG/right_2016_12_01_13_36_54_530.jpg,0.3583844,0.9855326,0,30.18382
IMG/center_2016_12_01_13_36_54_632.jpg, IMG/left_2016_12_01_13_36_54_632.jpg, IMG/right_2016_12_01_13_36_54_632.jpg,0.3583844,0.9855326,0,30.18389
IMG/center_2016_12_01_13_36_54_733.jpg, IMG/left_2016_12_01_13_36_54_733.jpg, IMG/right_2016_12_01_13_36_54_733.jpg,0.2914047,0.9855326,0,30.1888
IMG/center_2016_12_01_13_36_54_834.jpg, IMG/left_2016_12_01_13_36_54_834.jpg, IMG/right_2016_12_01_13_36_54_834.jpg,0.1765823,0.9855326,0,30.19009
IMG/center_2016_12_01_13_36_54_936.jpg, IMG/left_2016_12_01_13_36_54_936.jpg, IMG/right_2016_12_01_13_36_54_936.jpg,0.1765823,0.9855326,0,30.18843
IMG/center_2016_12_01_13_36_55_037.jpg, IMG/left_2016_12_01_13_36_55_037.jpg, IMG/right_2016_12_01_13_36_55_037.jpg,0.07132844,0.9855326,0,30.1882
IMG/center_2016_12_01_13_36_55_139.jpg, IMG/left_2016_12_01_13_36_55_139.jpg, IMG/right_2016_12_01_13_36_55_139.jpg,0,0.9855326,0,30.18567
IMG/center_2016_12_01_13_36_55_239.jpg, IMG/left_2016_12_01_13_36_55_239.jpg, IMG/right_2016_12_01_13_36_55_239.jpg,0,0.9855326,0,30.18665
IMG/center_2016_12_01_13_36_55_340.jpg, IMG/left_2016_12_01_13_36_55_340.jpg, IMG/right_2016_12_01_13_36_55_340.jpg,0,0.9855326,0,30.18695
IMG/center_2016_12_01_13_37_50_785.jpg, IMG/left_2016_12_01_13_37_50_785.jpg, IMG/right_2016_12_01_13_37_50_785.jpg,0,0.9855326,0,30.18665
IMG/center_2016_12_01_13_37_50_886.jpg, IMG/left_2016_12_01_13_37_50_886.jpg, IMG/right_2016_12_01_13_37_50_886.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_37_50_988.jpg, IMG/left_2016_12_01_13_37_50_988.jpg, IMG/right_2016_12_01_13_37_50_988.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_37_51_090.jpg, IMG/left_2016_12_01_13_37_51_090.jpg, IMG/right_2016_12_01_13_37_51_090.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_37_51_192.jpg, IMG/left_2016_12_01_13_37_51_192.jpg, IMG/right_2016_12_01_13_37_51_192.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_37_51_293.jpg, IMG/left_2016_12_01_13_37_51_293.jpg, IMG/right_2016_12_01_13_37_51_293.jpg,0.04262284,0.9855326,0,30.18616
IMG/center_2016_12_01_13_37_51_394.jpg, IMG/left_2016_12_01_13_37_51_394.jpg, IMG/right_2016_12_01_13_37_51_394.jpg,0.04262284,0.9855326,0,30.18641
IMG/center_2016_12_01_13_37_51_495.jpg, IMG/left_2016_12_01_13_37_51_495.jpg, IMG/right_2016_12_01_13_37_51_495.jpg,0.04262284,0.9855326,0,30.18648
IMG/center_2016_12_01_13_37_51_596.jpg, IMG/left_2016_12_01_13_37_51_596.jpg, IMG/right_2016_12_01_13_37_51_596.jpg,0.05219137,0.9855326,0,30.18643
IMG/center_2016_12_01_13_37_51_698.jpg, IMG/left_2016_12_01_13_37_51_698.jpg, IMG/right_2016_12_01_13_37_51_698.jpg,0.0904655,0.9855326,0,30.18551
IMG/center_2016_12_01_13_37_51_798.jpg, IMG/left_2016_12_01_13_37_51_798.jpg, IMG/right_2016_12_01_13_37_51_798.jpg,0.1670138,0.9855326,0,30.18296
IMG/center_2016_12_01_13_37_51_899.jpg, IMG/left_2016_12_01_13_37_51_899.jpg, IMG/right_2016_12_01_13_37_51_899.jpg,0.1670138,0.9855326,0,30.18471
IMG/center_2016_12_01_13_37_52_001.jpg, IMG/left_2016_12_01_13_37_52_001.jpg, IMG/right_2016_12_01_13_37_52_001.jpg,0.1670138,0.9855326,0,30.18541
IMG/center_2016_12_01_13_37_52_104.jpg, IMG/left_2016_12_01_13_37_52_104.jpg, IMG/right_2016_12_01_13_37_52_104.jpg,0.1670138,0.9855326,0,30.18572
IMG/center_2016_12_01_13_37_52_210.jpg, IMG/left_2016_12_01_13_37_52_210.jpg, IMG/right_2016_12_01_13_37_52_210.jpg,0.1670138,0.9855326,0,30.18592
IMG/center_2016_12_01_13_37_52_312.jpg, IMG/left_2016_12_01_13_37_52_312.jpg, IMG/right_2016_12_01_13_37_52_312.jpg,0.0904655,0.9855326,0,30.1877
IMG/center_2016_12_01_13_37_52_413.jpg, IMG/left_2016_12_01_13_37_52_413.jpg, IMG/right_2016_12_01_13_37_52_413.jpg,0,0.9855326,0,30.18622
IMG/center_2016_12_01_13_37_52_514.jpg, IMG/left_2016_12_01_13_37_52_514.jpg, IMG/right_2016_12_01_13_37_52_514.jpg,0,0.9855326,0,30.18658
IMG/center_2016_12_01_13_37_57_993.jpg, IMG/left_2016_12_01_13_37_57_993.jpg, IMG/right_2016_12_01_13_37_57_993.jpg,0.1765823,0.9855326,0,30.18593
IMG/center_2016_12_01_13_37_58_095.jpg, IMG/left_2016_12_01_13_37_58_095.jpg, IMG/right_2016_12_01_13_37_58_095.jpg,0.1765823,0.9855326,0,30.18599
IMG/center_2016_12_01_13_37_58_198.jpg, IMG/left_2016_12_01_13_37_58_198.jpg, IMG/right_2016_12_01_13_37_58_198.jpg,0.1765823,0.9855326,0,30.18596
IMG/center_2016_12_01_13_37_58_299.jpg, IMG/left_2016_12_01_13_37_58_299.jpg, IMG/right_2016_12_01_13_37_58_299.jpg,0.1765823,0.9855326,0,30.18609
IMG/center_2016_12_01_13_37_58_400.jpg, IMG/left_2016_12_01_13_37_58_400.jpg, IMG/right_2016_12_01_13_37_58_400.jpg,0.1765823,0.9855326,0,30.18593
IMG/center_2016_12_01_13_37_58_503.jpg, IMG/left_2016_12_01_13_37_58_503.jpg, IMG/right_2016_12_01_13_37_58_503.jpg,0.1765823,0.9855326,0,30.18575
IMG/center_2016_12_01_13_37_58_604.jpg, IMG/left_2016_12_01_13_37_58_604.jpg, IMG/right_2016_12_01_13_37_58_604.jpg,0.1765823,0.9855326,0,30.18595
IMG/center_2016_12_01_13_37_58_705.jpg, IMG/left_2016_12_01_13_37_58_705.jpg, IMG/right_2016_12_01_13_37_58_705.jpg,0.1765823,0.9855326,0,30.18596
IMG/center_2016_12_01_13_37_58_809.jpg, IMG/left_2016_12_01_13_37_58_809.jpg, IMG/right_2016_12_01_13_37_58_809.jpg,0.1765823,0.9855326,0,30.18591
IMG/center_2016_12_01_13_37_58_910.jpg, IMG/left_2016_12_01_13_37_58_910.jpg, IMG/right_2016_12_01_13_37_58_910.jpg,0.1765823,0.9855326,0,30.18593
IMG/center_2016_12_01_13_37_59_011.jpg, IMG/left_2016_12_01_13_37_59_011.jpg, IMG/right_2016_12_01_13_37_59_011.jpg,0.1765823,0.9855326,0,30.18538
IMG/center_2016_12_01_13_37_59_113.jpg, IMG/left_2016_12_01_13_37_59_113.jpg, IMG/right_2016_12_01_13_37_59_113.jpg,0.1765823,0.9855326,0,30.18596
IMG/center_2016_12_01_13_37_59_214.jpg, IMG/left_2016_12_01_13_37_59_214.jpg, IMG/right_2016_12_01_13_37_59_214.jpg,0.1765823,0.9855326,0,30.18597
IMG/center_2016_12_01_13_37_59_316.jpg, IMG/left_2016_12_01_13_37_59_316.jpg, IMG/right_2016_12_01_13_37_59_316.jpg,0.1765823,0.9855326,0,30.18601
IMG/center_2016_12_01_13_37_59_418.jpg, IMG/left_2016_12_01_13_37_59_418.jpg, IMG/right_2016_12_01_13_37_59_418.jpg,0.1765823,0.9855326,0,30.186
IMG/center_2016_12_01_13_37_59_521.jpg, IMG/left_2016_12_01_13_37_59_521.jpg, IMG/right_2016_12_01_13_37_59_521.jpg,0.1765823,0.9855326,0,30.18513
IMG/center_2016_12_01_13_37_59_635.jpg, IMG/left_2016_12_01_13_37_59_635.jpg, IMG/right_2016_12_01_13_37_59_635.jpg,0.1765823,0.9855326,0,30.186
IMG/center_2016_12_01_13_37_59_737.jpg, IMG/left_2016_12_01_13_37_59_737.jpg, IMG/right_2016_12_01_13_37_59_737.jpg,0.1765823,0.9855326,0,30.18595
IMG/center_2016_12_01_13_37_59_837.jpg, IMG/left_2016_12_01_13_37_59_837.jpg, IMG/right_2016_12_01_13_37_59_837.jpg,0.1765823,0.9855326,0,30.18599
IMG/center_2016_12_01_13_37_59_940.jpg, IMG/left_2016_12_01_13_37_59_940.jpg, IMG/right_2016_12_01_13_37_59_940.jpg,0.1765823,0.9855326,0,30.18597
IMG/center_2016_12_01_13_38_00_043.jpg, IMG/left_2016_12_01_13_38_00_043.jpg, IMG/right_2016_12_01_13_38_00_043.jpg,0.1765823,0.9855326,0,30.18597
IMG/center_2016_12_01_13_38_00_144.jpg, IMG/left_2016_12_01_13_38_00_144.jpg, IMG/right_2016_12_01_13_38_00_144.jpg,0.1765823,0.9855326,0,30.18599
IMG/center_2016_12_01_13_38_00_247.jpg, IMG/left_2016_12_01_13_38_00_247.jpg, IMG/right_2016_12_01_13_38_00_247.jpg,0.1765823,0.9855326,0,30.18598
IMG/center_2016_12_01_13_38_00_350.jpg, IMG/left_2016_12_01_13_38_00_350.jpg, IMG/right_2016_12_01_13_38_00_350.jpg,0.1765823,0.9855326,0,30.18629
IMG/center_2016_12_01_13_38_00_451.jpg, IMG/left_2016_12_01_13_38_00_451.jpg, IMG/right_2016_12_01_13_38_00_451.jpg,0.1765823,0.9855326,0,30.18595
IMG/center_2016_12_01_13_38_00_553.jpg, IMG/left_2016_12_01_13_38_00_553.jpg, IMG/right_2016_12_01_13_38_00_553.jpg,0.1765823,0.9855326,0,30.18534
IMG/center_2016_12_01_13_38_00_653.jpg, IMG/left_2016_12_01_13_38_00_653.jpg, IMG/right_2016_12_01_13_38_00_653.jpg,0.1574452,0.9855326,0,30.18668
IMG/center_2016_12_01_13_38_00_756.jpg, IMG/left_2016_12_01_13_38_00_756.jpg, IMG/right_2016_12_01_13_38_00_756.jpg,0,0.9855326,0,30.18586
IMG/center_2016_12_01_13_38_00_857.jpg, IMG/left_2016_12_01_13_38_00_857.jpg, IMG/right_2016_12_01_13_38_00_857.jpg,0,0.9855326,0,30.18659
IMG/center_2016_12_01_13_38_00_959.jpg, IMG/left_2016_12_01_13_38_00_959.jpg, IMG/right_2016_12_01_13_38_00_959.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_38_07_656.jpg, IMG/left_2016_12_01_13_38_07_656.jpg, IMG/right_2016_12_01_13_38_07_656.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_38_07_758.jpg, IMG/left_2016_12_01_13_38_07_758.jpg, IMG/right_2016_12_01_13_38_07_758.jpg,0,0.9855326,0,30.18715
IMG/center_2016_12_01_13_38_07_860.jpg, IMG/left_2016_12_01_13_38_07_860.jpg, IMG/right_2016_12_01_13_38_07_860.jpg,0,0.9855326,0,30.18683
IMG/center_2016_12_01_13_38_07_961.jpg, IMG/left_2016_12_01_13_38_07_961.jpg, IMG/right_2016_12_01_13_38_07_961.jpg,-0.0787459,0.9855326,0,30.18383
IMG/center_2016_12_01_13_38_08_061.jpg, IMG/left_2016_12_01_13_38_08_061.jpg, IMG/right_2016_12_01_13_38_08_061.jpg,-0.1736895,0.9855326,0,30.18151
IMG/center_2016_12_01_13_38_08_163.jpg, IMG/left_2016_12_01_13_38_08_163.jpg, IMG/right_2016_12_01_13_38_08_163.jpg,-0.1831838,0.9855326,0,30.18167
IMG/center_2016_12_01_13_38_08_263.jpg, IMG/left_2016_12_01_13_38_08_263.jpg, IMG/right_2016_12_01_13_38_08_263.jpg,-0.2116669,0.9855326,0,30.1834
IMG/center_2016_12_01_13_38_08_364.jpg, IMG/left_2016_12_01_13_38_08_364.jpg, IMG/right_2016_12_01_13_38_08_364.jpg,-0.2116669,0.9855326,0,30.18367
IMG/center_2016_12_01_13_38_08_465.jpg, IMG/left_2016_12_01_13_38_08_465.jpg, IMG/right_2016_12_01_13_38_08_465.jpg,-0.35,0.9855326,0,30.17978
IMG/center_2016_12_01_13_38_08_567.jpg, IMG/left_2016_12_01_13_38_08_567.jpg, IMG/right_2016_12_01_13_38_08_567.jpg,-0.35,0.9855326,0,30.18113
IMG/center_2016_12_01_13_38_08_669.jpg, IMG/left_2016_12_01_13_38_08_669.jpg, IMG/right_2016_12_01_13_38_08_669.jpg,-0.35,0.9855326,0,30.18326
IMG/center_2016_12_01_13_38_08_771.jpg, IMG/left_2016_12_01_13_38_08_771.jpg, IMG/right_2016_12_01_13_38_08_771.jpg,-0.35,0.9855326,0,30.18381
IMG/center_2016_12_01_13_38_08_873.jpg, IMG/left_2016_12_01_13_38_08_873.jpg, IMG/right_2016_12_01_13_38_08_873.jpg,-0.2971161,0.9855326,0,30.18447
IMG/center_2016_12_01_13_38_08_973.jpg, IMG/left_2016_12_01_13_38_08_973.jpg, IMG/right_2016_12_01_13_38_08_973.jpg,-0.2971161,0.9855326,0,30.18461
IMG/center_2016_12_01_13_38_09_075.jpg, IMG/left_2016_12_01_13_38_09_075.jpg, IMG/right_2016_12_01_13_38_09_075.jpg,-0.2971161,0.9855326,0,30.18461
IMG/center_2016_12_01_13_38_09_176.jpg, IMG/left_2016_12_01_13_38_09_176.jpg, IMG/right_2016_12_01_13_38_09_176.jpg,-0.4964977,0.9855326,0,30.15899
IMG/center_2016_12_01_13_38_09_278.jpg, IMG/left_2016_12_01_13_38_09_278.jpg, IMG/right_2016_12_01_13_38_09_278.jpg,-0.505992,0.9855326,0,30.16894
IMG/center_2016_12_01_13_38_09_379.jpg, IMG/left_2016_12_01_13_38_09_379.jpg, IMG/right_2016_12_01_13_38_09_379.jpg,-0.35,0.9855326,0,30.16316
IMG/center_2016_12_01_13_38_09_480.jpg, IMG/left_2016_12_01_13_38_09_480.jpg, IMG/right_2016_12_01_13_38_09_480.jpg,-0.35,0.9855326,0,30.17192
IMG/center_2016_12_01_13_38_09_582.jpg, IMG/left_2016_12_01_13_38_09_582.jpg, IMG/right_2016_12_01_13_38_09_582.jpg,-0.2876218,0.9855326,0,30.19627
IMG/center_2016_12_01_13_38_09_683.jpg, IMG/left_2016_12_01_13_38_09_683.jpg, IMG/right_2016_12_01_13_38_09_683.jpg,-0.0787459,0.9855326,0,30.18809
IMG/center_2016_12_01_13_38_09_785.jpg, IMG/left_2016_12_01_13_38_09_785.jpg, IMG/right_2016_12_01_13_38_09_785.jpg,-0.0787459,0.9855326,0,30.18847
IMG/center_2016_12_01_13_38_09_886.jpg, IMG/left_2016_12_01_13_38_09_886.jpg, IMG/right_2016_12_01_13_38_09_886.jpg,-0.107229,0.9855326,0,30.1865
IMG/center_2016_12_01_13_38_09_989.jpg, IMG/left_2016_12_01_13_38_09_989.jpg, IMG/right_2016_12_01_13_38_09_989.jpg,-0.135712,0.9855326,0,30.18606
IMG/center_2016_12_01_13_38_10_090.jpg, IMG/left_2016_12_01_13_38_10_090.jpg, IMG/right_2016_12_01_13_38_10_090.jpg,-0.1547008,0.9855326,0,30.18562
IMG/center_2016_12_01_13_38_10_190.jpg, IMG/left_2016_12_01_13_38_10_190.jpg, IMG/right_2016_12_01_13_38_10_190.jpg,-0.1547008,0.9855326,0,30.18587
IMG/center_2016_12_01_13_38_10_291.jpg, IMG/left_2016_12_01_13_38_10_291.jpg, IMG/right_2016_12_01_13_38_10_291.jpg,0,0.9855326,0,30.18631
IMG/center_2016_12_01_13_38_10_391.jpg, IMG/left_2016_12_01_13_38_10_391.jpg, IMG/right_2016_12_01_13_38_10_391.jpg,0,0.9855326,0,30.18755
IMG/center_2016_12_01_13_38_10_492.jpg, IMG/left_2016_12_01_13_38_10_492.jpg, IMG/right_2016_12_01_13_38_10_492.jpg,0,0.9855326,0,30.18646
IMG/center_2016_12_01_13_38_10_596.jpg, IMG/left_2016_12_01_13_38_10_596.jpg, IMG/right_2016_12_01_13_38_10_596.jpg,0,0.9855326,0,30.1866
IMG/center_2016_12_01_13_38_10_697.jpg, IMG/left_2016_12_01_13_38_10_697.jpg, IMG/right_2016_12_01_13_38_10_697.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_38_10_798.jpg, IMG/left_2016_12_01_13_38_10_798.jpg, IMG/right_2016_12_01_13_38_10_798.jpg,0,0.9855326,0,30.18664
IMG/center_2016_12_01_13_38_17_597.jpg, IMG/left_2016_12_01_13_38_17_597.jpg, IMG/right_2016_12_01_13_38_17_597.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_38_17_699.jpg, IMG/left_2016_12_01_13_38_17_699.jpg, IMG/right_2016_12_01_13_38_17_699.jpg,0,0.9855326,0,30.18662
IMG/center_2016_12_01_13_38_17_799.jpg, IMG/left_2016_12_01_13_38_17_799.jpg, IMG/right_2016_12_01_13_38_17_799.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_38_17_901.jpg, IMG/left_2016_12_01_13_38_17_901.jpg, IMG/right_2016_12_01_13_38_17_901.jpg,0.0904655,0.9855326,0,30.18676
IMG/center_2016_12_01_13_38_18_003.jpg, IMG/left_2016_12_01_13_38_18_003.jpg, IMG/right_2016_12_01_13_38_18_003.jpg,0.0904655,0.9855326,0,30.18665
IMG/center_2016_12_01_13_38_18_105.jpg, IMG/left_2016_12_01_13_38_18_105.jpg, IMG/right_2016_12_01_13_38_18_105.jpg,0.1287396,0.9855326,0,30.18426
IMG/center_2016_12_01_13_38_18_206.jpg, IMG/left_2016_12_01_13_38_18_206.jpg, IMG/right_2016_12_01_13_38_18_206.jpg,0.1670138,0.9855326,0,30.18384
IMG/center_2016_12_01_13_38_18_306.jpg, IMG/left_2016_12_01_13_38_18_306.jpg, IMG/right_2016_12_01_13_38_18_306.jpg,0.25,0.9855326,0,30.18311
